+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                        ;
+----------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                    ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:27:full_adderI|or_gate1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:27:full_adderI|and_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:27:full_adderI|xor_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:27:full_adderI|and_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:27:full_adderI|xor_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:27:full_adderI           ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:26:full_adderI|or_gate1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:26:full_adderI|and_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:26:full_adderI|xor_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:26:full_adderI|and_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:26:full_adderI|xor_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:26:full_adderI           ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:25:full_adderI|or_gate1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:25:full_adderI|and_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:25:full_adderI|xor_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:25:full_adderI|and_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:25:full_adderI|xor_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:25:full_adderI           ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:24:full_adderI|or_gate1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:24:full_adderI|and_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:24:full_adderI|xor_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:24:full_adderI|and_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:24:full_adderI|xor_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:24:full_adderI           ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:23:full_adderI|or_gate1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:23:full_adderI|and_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:23:full_adderI|xor_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:23:full_adderI|and_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:23:full_adderI|xor_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:23:full_adderI           ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:22:full_adderI|or_gate1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:22:full_adderI|and_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:22:full_adderI|xor_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:22:full_adderI|and_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:22:full_adderI|xor_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:22:full_adderI           ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:21:full_adderI|or_gate1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:21:full_adderI|and_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:21:full_adderI|xor_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:21:full_adderI|and_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:21:full_adderI|xor_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:21:full_adderI           ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:20:full_adderI|or_gate1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:20:full_adderI|and_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:20:full_adderI|xor_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:20:full_adderI|and_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:20:full_adderI|xor_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:20:full_adderI           ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:19:full_adderI|or_gate1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:19:full_adderI|and_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:19:full_adderI|xor_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:19:full_adderI|and_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:19:full_adderI|xor_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:19:full_adderI           ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:18:full_adderI|or_gate1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:18:full_adderI|and_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:18:full_adderI|xor_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:18:full_adderI|and_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:18:full_adderI|xor_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:18:full_adderI           ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:17:full_adderI|or_gate1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:17:full_adderI|and_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:17:full_adderI|xor_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:17:full_adderI|and_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:17:full_adderI|xor_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:17:full_adderI           ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:16:full_adderI|or_gate1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:16:full_adderI|and_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:16:full_adderI|xor_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:16:full_adderI|and_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:16:full_adderI|xor_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:16:full_adderI           ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:15:full_adderI|or_gate1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:15:full_adderI|and_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:15:full_adderI|xor_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:15:full_adderI|and_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:15:full_adderI|xor_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:15:full_adderI           ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:14:full_adderI|or_gate1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:14:full_adderI|and_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:14:full_adderI|xor_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:14:full_adderI|and_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:14:full_adderI|xor_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:14:full_adderI           ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:13:full_adderI|or_gate1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:13:full_adderI|and_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:13:full_adderI|xor_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:13:full_adderI|and_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:13:full_adderI|xor_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:13:full_adderI           ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:12:full_adderI|or_gate1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:12:full_adderI|and_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:12:full_adderI|xor_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:12:full_adderI|and_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:12:full_adderI|xor_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:12:full_adderI           ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:11:full_adderI|or_gate1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:11:full_adderI|and_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:11:full_adderI|xor_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:11:full_adderI|and_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:11:full_adderI|xor_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:11:full_adderI           ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:10:full_adderI|or_gate1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:10:full_adderI|and_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:10:full_adderI|xor_gate2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:10:full_adderI|and_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:10:full_adderI|xor_gate1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:10:full_adderI           ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Fetch_of_ultamite_power|plus4_of_ultamite_power|\G_NBit_Carry_Adder:9:full_adderI|or_gate1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
